collector,count,count21,count20,percent_total,percent_total21,percent_total20,dollar_amount,dollar_amount21,dollar_amount20,dollar_percent_total,dollar_percent_total21,dollar_percent_total20,percent_with_representation,percent_with_representation21,percent_with_representation20,percent_default_judgement,percent_default_judgement21,percent_default_judgement20,percent_case_completed,percent_case_completed21,percent_case_completed20
crown asset management llc,8,2,6,1.6%,0.8%,2.6%,8609,0,8609,0.8%,0.0%,1.1%,25.0%,100.0%,0.0%,0.0%,0.0%,0.0%,62.5%,0.0%,83.3%
first financial bank na,7,2,5,1.4%,0.8%,2.2%,50355,32176,18180,4.4%,9.1%,2.3%,28.6%,0.0%,40.0%,0.0%,0.0%,0.0%,57.1%,50.0%,60.0%
mariner finance llc successor in interest to personal finance company llc,7,5,2,1.4%,1.9%,0.9%,25787,18593,7194,2.3%,5.3%,0.9%,57.1%,80.0%,0.0%,0.0%,0.0%,0.0%,85.7%,100.0%,50.0%
bank of america na,7,3,4,1.4%,1.1%,1.7%,4500,0,4500,0.4%,0.0%,0.6%,71.4%,66.7%,75.0%,0.0%,0.0%,0.0%,57.1%,33.3%,75.0%
citibank na,7,3,4,1.4%,1.1%,1.7%,8641,4401,4240,0.8%,1.2%,0.5%,57.1%,100.0%,25.0%,0.0%,0.0%,0.0%,57.1%,33.3%,75.0%
autovest llc of indiana,7,6,1,1.4%,2.3%,0.4%,30150,23818,6332,2.7%,6.7%,0.8%,85.7%,100.0%,0.0%,0.0%,0.0%,0.0%,57.1%,50.0%,100.0%
credit corp solutions inc,6,4,2,1.2%,1.5%,0.9%,2487,0,2487,0.2%,0.0%,0.3%,50.0%,75.0%,0.0%,0.0%,0.0%,0.0%,16.7%,0.0%,50.0%
cavalry spv i llc as assignee of citibank na,5,3,2,1.0%,1.1%,0.9%,13493,0,13493,1.2%,0.0%,1.7%,60.0%,100.0%,0.0%,0.0%,0.0%,0.0%,60.0%,33.3%,100.0%
second round sub llc,5,4,1,1.0%,1.5%,0.4%,0,0,0,0.0%,0.0%,0.0%,80.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
midland funding llc,4,1,3,0.8%,0.4%,1.3%,994,0,994,0.1%,0.0%,0.1%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,100.0%,33.3%
crane credit union,4,2,2,0.8%,0.8%,0.9%,39156,18715,20442,3.5%,5.3%,2.6%,25.0%,50.0%,0.0%,0.0%,0.0%,0.0%,75.0%,50.0%,100.0%
three rivers federal credit union,4,2,2,0.8%,0.8%,0.9%,18172,0,18172,1.6%,0.0%,2.3%,75.0%,100.0%,50.0%,0.0%,0.0%,0.0%,50.0%,0.0%,100.0%
autovest l.l.c of indiana,4,4,0,0.8%,1.5%,0.0%,0,0,0,0.0%,0.0%,0.0%,100.0%,100.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
barclays bank delaware,3,0,3,0.6%,0.0%,1.3%,5304,0,5304,0.5%,0.0%,0.7%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
ray skillman hoosier ford,3,0,3,0.6%,0.0%,1.3%,0,0,0,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%
creditmax inc,3,1,2,0.6%,0.4%,0.9%,7304,0,7304,0.6%,0.0%,0.9%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,33.3%,0.0%,50.0%
credit acceptance corp.,2,1,1,0.4%,0.4%,0.4%,4937,4937,0,0.4%,1.4%,0.0%,50.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%
dr. rebecca bolon dds msd,2,1,1,0.4%,0.4%,0.4%,0,0,0,0.0%,0.0%,0.0%,50.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
cavalry spv illc,2,0,2,0.4%,0.0%,0.9%,0,0,0,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,50.0%,0%,50.0%
midwest carpenters & millwrights fcu,2,0,2,0.4%,0.0%,0.9%,0,0,0,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,50.0%,0%,50.0%
forum credit union,2,0,2,0.4%,0.0%,0.9%,13212,0,13212,1.2%,0.0%,1.7%,50.0%,0%,50.0%,0.0%,0%,0.0%,50.0%,0%,50.0%
teachers credit union,2,1,1,0.4%,0.4%,0.4%,25505,10103,15403,2.2%,2.9%,2.0%,50.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%
rent to own rentals llc,2,1,1,0.4%,0.4%,0.4%,15112,0,15112,1.3%,0.0%,1.9%,50.0%,100.0%,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,100.0%
absolute resolutions investments llc,2,1,1,0.4%,0.4%,0.4%,0,0,0,0.0%,0.0%,0.0%,50.0%,100.0%,0.0%,0.0%,0.0%,0.0%,50.0%,100.0%,0.0%
ford motor credit company llc,2,1,1,0.4%,0.4%,0.4%,12901,0,12901,1.1%,0.0%,1.7%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,100.0%
gmg motors inc,2,1,1,0.4%,0.4%,0.4%,8746,0,8746,0.8%,0.0%,1.1%,50.0%,100.0%,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,100.0%
oliphant financial llc,2,1,1,0.4%,0.4%,0.4%,13217,0,13217,1.2%,0.0%,1.7%,50.0%,100.0%,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,100.0%
td bank usa na,2,2,0,0.4%,0.8%,0.0%,2490,2490,0,0.2%,0.7%,0.0%,100.0%,100.0%,0%,0.0%,0.0%,0%,50.0%,50.0%,0%
td bank usa na as successor in interest to target national bank,2,2,0,0.4%,0.8%,0.0%,1524,1524,0,0.1%,0.4%,0.0%,50.0%,50.0%,0%,0.0%,0.0%,0%,100.0%,100.0%,0%
goldman sachs bank usa,2,2,0,0.4%,0.8%,0.0%,0,0,0,0.0%,0.0%,0.0%,100.0%,100.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
mariner finance llc,2,2,0,0.4%,0.8%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
credit acceptance corporation,2,2,0,0.4%,0.8%,0.0%,0,0,0,0.0%,0.0%,0.0%,100.0%,100.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
american express national bank,2,2,0,0.4%,0.8%,0.0%,4551,4551,0,0.4%,1.3%,0.0%,100.0%,100.0%,0%,0.0%,0.0%,0%,50.0%,50.0%,0%
dnf associates llc,2,2,0,0.4%,0.8%,0.0%,1941,1941,0,0.2%,0.5%,0.0%,50.0%,50.0%,0%,0.0%,0.0%,0%,100.0%,100.0%,0%
watts paul j.,1,0,1,0.2%,0.0%,0.4%,8011,0,8011,0.7%,0.0%,1.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
franciscan health indianapolis,1,0,1,0.2%,0.0%,0.4%,0,0,0,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%
link federal credit union,1,0,1,0.2%,0.0%,0.4%,0,0,0,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
capital one  bank,1,0,1,0.2%,0.0%,0.4%,0,0,0,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
communitywide federal credit union,1,0,1,0.2%,0.0%,0.4%,0,0,0,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%
sac finance,1,0,1,0.2%,0.0%,0.4%,6418,0,6418,0.6%,0.0%,0.8%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
baxter credit union .,1,0,1,0.2%,0.0%,0.4%,6968,0,6968,0.6%,0.0%,0.9%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
cvi sgp acquisition trust,1,0,1,0.2%,0.0%,0.4%,1150,0,1150,0.1%,0.0%,0.1%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
harbin llc as assignee of whynot leasing llc,1,0,1,0.2%,0.0%,0.4%,1674,0,1674,0.1%,0.0%,0.2%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
cvi sgp-co acquisition trust,1,0,1,0.2%,0.0%,0.4%,1234,0,1234,0.1%,0.0%,0.2%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
dallas barr d/b/a barr's diesel,1,0,1,0.2%,0.0%,0.4%,127662,0,127662,11.3%,0.0%,16.3%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
heritage acceptance corporation,1,0,1,0.2%,0.0%,0.4%,11752,0,11752,1.0%,0.0%,1.5%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
city of south bend,1,0,1,0.2%,0.0%,0.4%,0,0,0,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%
america's car-mart inc,1,0,1,0.2%,0.0%,0.4%,0,0,0,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%
ceres solutions cooperative inc,1,0,1,0.2%,0.0%,0.4%,0,0,0,0.0%,0.0%,0.0%,100.0%,0%,100.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
stewart andy,1,0,1,0.2%,0.0%,0.4%,14224,0,14224,1.3%,0.0%,1.8%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%
board of trustees of the indiana laborers welfare fund,1,0,1,0.2%,0.0%,0.4%,0,0,0,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
c&f finance company,1,0,1,0.2%,0.0%,0.4%,6660,0,6660,0.6%,0.0%,0.9%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
evansville teachers federal credit union,1,0,1,0.2%,0.0%,0.4%,0,0,0,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
old national bank,1,0,1,0.2%,0.0%,0.4%,14940,0,14940,1.3%,0.0%,1.9%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
direct capital a division of cit bank na,1,0,1,0.2%,0.0%,0.4%,0,0,0,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%
nicholas financial inc,1,0,1,0.2%,0.0%,0.4%,5846,0,5846,0.5%,0.0%,0.7%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%
foursight capital llc,1,0,1,0.2%,0.0%,0.4%,0,0,0,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%
jh cx liquidating trust,1,0,1,0.2%,0.0%,0.4%,0,0,0,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%
newrez llc dba shellpoint mortgage services,1,0,1,0.2%,0.0%,0.4%,49306,0,49306,4.3%,0.0%,6.3%,100.0%,0%,100.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
accelerated inventory management llc,1,0,1,0.2%,0.0%,0.4%,0,0,0,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%
fort wayne printing co inc,1,0,1,0.2%,0.0%,0.4%,61469,0,61469,5.4%,0.0%,7.9%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
u.s. bank national association d/b/a elan financial services,1,0,1,0.2%,0.0%,0.4%,8387,0,8387,0.7%,0.0%,1.1%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
citizens state bank as assignee of modern trailer sales inc,1,0,1,0.2%,0.0%,0.4%,0,0,0,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%
uhg i llc,1,0,1,0.2%,0.0%,0.4%,0,0,0,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%
snap-on credit llc,1,0,1,0.2%,0.0%,0.4%,0,0,0,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%
integ health system pc,1,0,1,0.2%,0.0%,0.4%,2996,0,2996,0.3%,0.0%,0.4%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
vedder's transmission,1,1,0,0.2%,0.4%,0.0%,5316,5316,0,0.5%,1.5%,0.0%,100.0%,100.0%,0%,0.0%,0.0%,0%,100.0%,100.0%,0%
american express national bank fka fsb,1,1,0,0.2%,0.4%,0.0%,20815,20815,0,1.8%,5.9%,0.0%,100.0%,100.0%,0%,0.0%,0.0%,0%,100.0%,100.0%,0%
midland credit managementinc,1,1,0,0.2%,0.4%,0.0%,3344,3344,0,0.3%,0.9%,0.0%,100.0%,100.0%,0%,0.0%,0.0%,0%,100.0%,100.0%,0%
velocity investments llc assignee of lendingclub corporation,1,1,0,0.2%,0.4%,0.0%,3807,3807,0,0.3%,1.1%,0.0%,100.0%,100.0%,0%,0.0%,0.0%,0%,100.0%,100.0%,0%
wsfs fsb as trustee for cvi sgp acquis. trust,1,1,0,0.2%,0.4%,0.0%,0,0,0,0.0%,0.0%,0.0%,100.0%,100.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
national collegiate student loan trust 2007-2,1,1,0,0.2%,0.4%,0.0%,0,0,0,0.0%,0.0%,0.0%,100.0%,100.0%,0%,0.0%,0.0%,0%,100.0%,100.0%,0%
national collegiate student loan trust 2007-4,1,1,0,0.2%,0.4%,0.0%,0,0,0,0.0%,0.0%,0.0%,100.0%,100.0%,0%,0.0%,0.0%,0%,100.0%,100.0%,0%
united auto credit corporation,1,1,0,0.2%,0.4%,0.0%,0,0,0,0.0%,0.0%,0.0%,100.0%,100.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
world finance company of indiana llc,1,1,0,0.2%,0.4%,0.0%,0,0,0,0.0%,0.0%,0.0%,100.0%,100.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
bureaus investment group portfolio no. 15 llc,1,1,0,0.2%,0.4%,0.0%,0,0,0,0.0%,0.0%,0.0%,100.0%,100.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
cavalry spv i llc as assignee of synchrony bank,1,1,0,0.2%,0.4%,0.0%,0,0,0,0.0%,0.0%,0.0%,100.0%,100.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
jh met subsidiary b liquidating trust,1,1,0,0.2%,0.4%,0.0%,0,0,0,0.0%,0.0%,0.0%,100.0%,100.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
rose promotions,1,1,0,0.2%,0.4%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,100.0%,100.0%,0%
velocity investments llc assignee of lendingclub corporation assignee of webbank,1,1,0,0.2%,0.4%,0.0%,0,0,0,0.0%,0.0%,0.0%,100.0%,100.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
pca acquisitions v llc,1,1,0,0.2%,0.4%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
wallace jr. michael d.,1,1,0,0.2%,0.4%,0.0%,0,0,0,0.0%,0.0%,0.0%,100.0%,100.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
cks prime investments llc,1,1,0,0.2%,0.4%,0.0%,0,0,0,0.0%,0.0%,0.0%,100.0%,100.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
sycnhrony bank,1,1,0,0.2%,0.4%,0.0%,0,0,0,0.0%,0.0%,0.0%,100.0%,100.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
velocity investments llc,1,1,0,0.2%,0.4%,0.0%,0,0,0,0.0%,0.0%,0.0%,100.0%,100.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
integ health systems pc,1,1,0,0.2%,0.4%,0.0%,0,0,0,0.0%,0.0%,0.0%,100.0%,100.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
one advantage llc,1,1,0,0.2%,0.4%,0.0%,0,0,0,0.0%,0.0%,0.0%,100.0%,100.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
bloomington emergency care llc,1,1,0,0.2%,0.4%,0.0%,3409,3409,0,0.3%,1.0%,0.0%,100.0%,100.0%,0%,0.0%,0.0%,0%,100.0%,100.0%,0%
first national bank of omaha,1,1,0,0.2%,0.4%,0.0%,26727,26727,0,2.4%,7.6%,0.0%,100.0%,100.0%,0%,0.0%,0.0%,0%,100.0%,100.0%,0%
westlake services llc dba westlake financial services,1,1,0,0.2%,0.4%,0.0%,7659,7659,0,0.7%,2.2%,0.0%,100.0%,100.0%,0%,0.0%,0.0%,0%,100.0%,100.0%,0%
jh met subsidiary b liquidating trust assignee of jh portfolio,1,1,0,0.2%,0.4%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
owen county ems,1,1,0,0.2%,0.4%,0.0%,0,0,0,0.0%,0.0%,0.0%,100.0%,100.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
mishawaka utilities,1,1,0,0.2%,0.4%,0.0%,0,0,0,0.0%,0.0%,0.0%,100.0%,100.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
professional & business collections llc,1,1,0,0.2%,0.4%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
eagle finance company,1,1,0,0.2%,0.4%,0.0%,0,0,0,0.0%,0.0%,0.0%,100.0%,100.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
u.s. bank national association,1,1,0,0.2%,0.4%,0.0%,0,0,0,0.0%,0.0%,0.0%,100.0%,100.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
no plaintiff found,1,1,0,0.2%,0.4%,0.0%,0,0,0,0.0%,0.0%,0.0%,100.0%,100.0%,0%,0.0%,0.0%,0%,100.0%,100.0%,0%
qhg enterprise inc dba medical center enterprise,1,1,0,0.2%,0.4%,0.0%,0,0,0,0.0%,0.0%,0.0%,100.0%,100.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
