collector,count,count21,count20,percent_total,percent_total21,percent_total20,dollar_amount,dollar_amount21,dollar_amount20,dollar_percent_total,dollar_percent_total21,dollar_percent_total20,percent_with_representation,percent_with_representation21,percent_with_representation20,percent_default_judgement,percent_default_judgement21,percent_default_judgement20,percent_case_completed,percent_case_completed21,percent_case_completed20
FIRST FINANCIAL BANK NA,12,5,7,2.0%,1.6%,2.5%,62958,8102,54855,5.2%,1.8%,7.2%,16.7%,40.0%,0.0%,0.0%,0.0%,0.0%,58.3%,60.0%,57.1%
SAC FINANCE INC,12,5,7,2.0%,1.6%,2.5%,19247,5992,13255,1.6%,1.3%,1.7%,8.3%,20.0%,0.0%,0.0%,0.0%,0.0%,41.7%,20.0%,57.1%
CITIBANK NA,11,6,5,1.8%,1.9%,1.8%,11834,11834,0,1.0%,2.7%,0.0%,36.4%,66.7%,0.0%,0.0%,0.0%,0.0%,36.4%,50.0%,20.0%
CRANE CREDIT UNION,11,3,8,1.8%,1.0%,2.8%,22101,5305,16796,1.8%,1.2%,2.2%,9.1%,0.0%,12.5%,0.0%,0.0%,0.0%,81.8%,100.0%,75.0%
THE MORRIS PLAN COMPANY OF TERRE HAUTE INC,10,2,8,1.7%,0.6%,2.8%,46025,4262,41762,3.8%,1.0%,5.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,70.0%,50.0%,75.0%
SYNCHRONY BANK,9,7,2,1.5%,2.2%,0.7%,17735,0,17735,1.5%,0.0%,2.3%,22.2%,28.6%,0.0%,0.0%,0.0%,0.0%,33.3%,14.3%,100.0%
CAVALRY SPV I LLC,8,6,2,1.3%,1.9%,0.7%,5990,915,5075,0.5%,0.2%,0.7%,50.0%,66.7%,0.0%,0.0%,0.0%,0.0%,25.0%,16.7%,50.0%
WORLD FINANCE COMPANY OF INDIANA LLC,7,7,0,1.2%,2.2%,0.0%,1272,1272,0,0.1%,0.3%,0.0%,57.1%,57.1%,0.0%,0.0%,0.0%,0.0%,14.3%,14.3%,0.0%
SECOND ROUND SUB LLC,6,2,4,1.0%,0.6%,1.4%,8413,6435,1978,0.7%,1.4%,0.3%,33.3%,50.0%,25.0%,0.0%,0.0%,0.0%,66.7%,100.0%,50.0%
UNIFUND CCR LLC,5,0,5,0.8%,0.0%,1.8%,2862,0,2862,0.2%,0.0%,0.4%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,40.0%,0.0%,40.0%
CAVALRY SPV I LLC AS ASSIGNEE OF CITIBANK NA,5,2,3,0.8%,0.6%,1.1%,6285,0,6285,0.5%,0.0%,0.8%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,40.0%,0.0%,66.7%
MARINER FINANCE LLC,5,4,1,0.8%,1.3%,0.4%,17900,17900,0,1.5%,4.0%,0.0%,20.0%,25.0%,0.0%,0.0%,0.0%,0.0%,80.0%,75.0%,100.0%
MIDLAND FUNDING LLC,5,1,4,0.8%,0.3%,1.4%,5570,0,5570,0.5%,0.0%,0.7%,20.0%,100.0%,0.0%,0.0%,0.0%,0.0%,40.0%,0.0%,50.0%
BANK OF AMERICA NA,5,2,3,0.8%,0.6%,1.1%,21768,0,21768,1.8%,0.0%,2.9%,20.0%,0.0%,33.3%,0.0%,0.0%,0.0%,40.0%,0.0%,66.7%
CREDIT ACCEPTANCE CORP.,4,3,1,0.7%,1.0%,0.4%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,100.0%
GMG MOTORS INC,4,1,3,0.7%,0.3%,1.1%,36305,4911,31394,3.0%,1.1%,4.1%,25.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%
CAVALRY SPV ILLC,4,3,1,0.7%,1.0%,0.4%,15715,14791,924,1.3%,3.3%,0.1%,25.0%,33.3%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%
CREDITMAX INC,4,1,3,0.7%,0.3%,1.1%,11695,11695,0,1.0%,2.6%,0.0%,25.0%,100.0%,0.0%,0.0%,0.0%,0.0%,50.0%,100.0%,33.3%
PROFESSIONAL & BUSINESS COLLECTIONS LLC,4,3,1,0.7%,1.0%,0.4%,12218,10243,1975,1.0%,2.3%,0.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,33.3%,100.0%
DNF ASSOCIATES LLC,3,0,3,0.5%,0.0%,1.1%,2425,0,2425,0.2%,0.0%,0.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,66.7%,0.0%,66.7%
ABSOLUTE RESOLUTIONS INVESTMENTS LLC,3,0,3,0.5%,0.0%,1.1%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
BAXTER CREDIT UNION,3,2,1,0.5%,0.6%,0.4%,1458,0,1458,0.1%,0.0%,0.2%,33.3%,50.0%,0.0%,0.0%,0.0%,0.0%,33.3%,0.0%,100.0%
FORD MOTOR CREDIT COMPANY LLC,3,3,0,0.5%,1.0%,0.0%,0,0,0,0.0%,0.0%,0.0%,33.3%,33.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
AUTOVEST LLC OF INDIANA,3,3,0,0.5%,1.0%,0.0%,16385,16385,0,1.4%,3.7%,0.0%,66.7%,66.7%,0.0%,0.0%,0.0%,0.0%,66.7%,66.7%,0.0%
KITCH ACCEPTANCE CORP.,2,0,2,0.3%,0.0%,0.7%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,50.0%
BARCLAYS BANK DELAWARE,2,0,2,0.3%,0.0%,0.7%,10190,0,10190,0.8%,0.0%,1.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,50.0%
RAY SKILLMAN HOOSIER FORD,2,0,2,0.3%,0.0%,0.7%,18763,0,18763,1.6%,0.0%,2.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
CAVALRY SPV I LLC AS ASSIGNEE OF SYNCHRONY BANK,2,0,2,0.3%,0.0%,0.7%,5718,0,5718,0.5%,0.0%,0.8%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
EVANSVILLE TEACHERS FEDERAL CREDIT UNION,2,0,2,0.3%,0.0%,0.7%,14897,0,14897,1.2%,0.0%,2.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,50.0%
TERRE HAUTE CHEVROLET,2,1,1,0.3%,0.3%,0.4%,7677,0,7677,0.6%,0.0%,1.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,100.0%
PREMIER ACCEPTANCE,2,0,2,0.3%,0.0%,0.7%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,50.0%
CREDIT CORP SOLUTIONS INC,2,0,2,0.3%,0.0%,0.7%,1264,0,1264,0.1%,0.0%,0.2%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,50.0%
AUTOVEST LLC,2,0,2,0.3%,0.0%,0.7%,14062,0,14062,1.2%,0.0%,1.9%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
RELIABLE AUTO FINANCE,2,1,1,0.3%,0.3%,0.4%,7344,0,7344,0.6%,0.0%,1.0%,50.0%,100.0%,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,100.0%
EAGLE FINANCE COMPANY,2,1,1,0.3%,0.3%,0.4%,3966,3966,0,0.3%,0.9%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,100.0%,0.0%
FORUM CREDIT UNION,2,2,0,0.3%,0.6%,0.0%,12659,12659,0,1.1%,2.8%,0.0%,50.0%,50.0%,0.0%,0.0%,0.0%,0.0%,50.0%,50.0%,0.0%
PROFESSIONAL FINANCIAL SERVICES OF INDIANA LLC,2,2,0,0.3%,0.6%,0.0%,5903,5903,0,0.5%,1.3%,0.0%,50.0%,50.0%,0.0%,0.0%,0.0%,0.0%,50.0%,50.0%,0.0%
ONEMAIN FINANCIAL GROUP LLC SBM TO ONEMAIN FINANCIAL OF INDIANA INC,1,0,1,0.2%,0.0%,0.4%,11343,0,11343,0.9%,0.0%,1.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
ALLY FINANCIAL INC,1,0,1,0.2%,0.0%,0.4%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
LIGHTNING ROD MUTUAL INSURANCE COMPANY,1,0,1,0.2%,0.0%,0.4%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
JOHN LABBAN MD PC,1,0,1,0.2%,0.0%,0.4%,1845,0,1845,0.2%,0.0%,0.2%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
QUALITY WHOLESALE TIRE,1,0,1,0.2%,0.0%,0.4%,3494,0,3494,0.3%,0.0%,0.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
OLD NATIONAL BANK,1,0,1,0.2%,0.0%,0.4%,47003,0,47003,3.9%,0.0%,6.2%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
C.C.E. INC,1,0,1,0.2%,0.0%,0.4%,0,0,0,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
COMMUNITYWIDE FEDERAL CREDIT UNION,1,0,1,0.2%,0.0%,0.4%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
PROFESSIONAL ACCOUNTS SERVICE INC,1,0,1,0.2%,0.0%,0.4%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
EVERGREEN VILLAGE OF BLOOMINGTON,1,0,1,0.2%,0.0%,0.4%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
QUAD/GRAPHICS A/K/A QUADMED,1,0,1,0.2%,0.0%,0.4%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
CAVALRY SPV I LLC AS ASSIGNEE OF CITIBANK N.A,1,0,1,0.2%,0.0%,0.4%,4357,0,4357,0.4%,0.0%,0.6%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
VELOCITY INVESTMENTS LLC ASSIGNEE OF LENDINGCLUB CORPORATION ASSIGNEE OF WEBBAN,1,0,1,0.2%,0.0%,0.4%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
ADLP INVESTMENTS LLC SERIES 1,1,0,1,0.2%,0.0%,0.4%,6897,0,6897,0.6%,0.0%,0.9%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
TRUSTMARK RECOVERY SERVICES,1,0,1,0.2%,0.0%,0.4%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
FIRST FINANCIAL BANK,1,0,1,0.2%,0.0%,0.4%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
SECOND ROUND LP,1,0,1,0.2%,0.0%,0.4%,1323,0,1323,0.1%,0.0%,0.2%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
CONSUMER PORTFOLIO SERVICES INC SUCCESSOR IN INTEREST TO W. HARE & SON,1,0,1,0.2%,0.0%,0.4%,9649,0,9649,0.8%,0.0%,1.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
FIRST PORTFOLIO VENTURES I LLC,1,0,1,0.2%,0.0%,0.4%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
BROWN CIVIL TOWNSHIP AMBULANCE,1,0,1,0.2%,0.0%,0.4%,3162,0,3162,0.3%,0.0%,0.4%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
NATIONWIDE CASSEL LLC,1,0,1,0.2%,0.0%,0.4%,8110,0,8110,0.7%,0.0%,1.1%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
CVI SGP ACQUISITION TRUST,1,0,1,0.2%,0.0%,0.4%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
CVI SGP-CO ACQUISITION TRUST,1,0,1,0.2%,0.0%,0.4%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
JH MET SUBSIDIARY B LIQUIDATING TRUST,1,0,1,0.2%,0.0%,0.4%,3892,0,3892,0.3%,0.0%,0.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
LLOYD DONDA,1,0,1,0.2%,0.0%,0.4%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
NATIONAL COLLEGIATE STUDENT LOAN TRUST 2007-2,1,0,1,0.2%,0.0%,0.4%,0,0,0,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
NATIONAL COLLEGIATE STUDENT LOAN TRUST 2006-3,1,0,1,0.2%,0.0%,0.4%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
U.S. ASSET MANAGEMENT INC,1,0,1,0.2%,0.0%,0.4%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
DAVID BOHNERT DBA VALUE AUTO,1,0,1,0.2%,0.0%,0.4%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
MIDLAND CREDIT MANAGEMENTINC,1,0,1,0.2%,0.0%,0.4%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
NEWREZ LLC D/B/A SHELLPOINT MORTGAGE SERVICING,1,0,1,0.2%,0.0%,0.4%,21371,0,21371,1.8%,0.0%,2.8%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
NATIONAL COLLEGIATE STUDENT LOAN TRUST 2007-4,1,0,1,0.2%,0.0%,0.4%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
PORTFOLIO RECOVERY ASSOCIATESLLC,1,0,1,0.2%,0.0%,0.4%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
SCCH,1,0,1,0.2%,0.0%,0.4%,8418,0,8418,0.7%,0.0%,1.1%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%
WAKEFIELD & ASSOCIATES INC ASSIGNEE OF JACKSON COUNTY SCHNECK MEMORIAL HOSPITAL,1,0,1,0.2%,0.0%,0.4%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
GATEWAY FINANCIAL SOLUTIONS,1,0,1,0.2%,0.0%,0.4%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
DBC HOLDINGS LLC,1,1,0,0.2%,0.3%,0.0%,2773,2773,0,0.2%,0.6%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%
BENDER LUMBER COMPANY INC,1,1,0,0.2%,0.3%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
SULLIVAN COUNTY COMMUNITY HOSP.,1,1,0,0.2%,0.3%,0.0%,0,0,0,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
AUTO-OWNERS INSURANCE COMPANY,1,1,0,0.2%,0.3%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%
VELOCITY INVESTMENTS LLC,1,1,0,0.2%,0.3%,0.0%,2261,2261,0,0.2%,0.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%
TD BANK USA NA AS SUCCESSOR IN INTEREST TO TARGET NATIONAL BANK,1,1,0,0.2%,0.3%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%
ROWDY WILLIAMS LAW FIRM P.C.,1,1,0,0.2%,0.3%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
CREDITONE LLC,1,1,0,0.2%,0.3%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
AMERICAN EXPRESS NATIONAL BANK,1,1,0,0.2%,0.3%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
ALLY BANK,1,1,0,0.2%,0.3%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
MILLER'S HEALTH SYSTEMS INC,1,1,0,0.2%,0.3%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
ATWOOD RICHARD,1,1,0,0.2%,0.3%,0.0%,0,0,0,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
BYRIDER FINANCE LLC D/B/A CNAC,1,1,0,0.2%,0.3%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
ROWDY G. WILLIAMS LAW FIRM P.C.,1,1,0,0.2%,0.3%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
L & W SUPPLY CORPORATION,1,1,0,0.2%,0.3%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%
NEW WORLD COLLECTIONS INC,1,1,0,0.2%,0.3%,0.0%,6130,6130,0,0.5%,1.4%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%
TD BANK USA NA,1,1,0,0.2%,0.3%,0.0%,3760,3760,0,0.3%,0.8%,0.0%,100.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%
THATCHER TRUCKING LLC,1,1,0,0.2%,0.3%,0.0%,17613,17613,0,1.5%,4.0%,0.0%,100.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%
AMERICAN CREDIT ACCEPTANCE LLC,1,1,0,0.2%,0.3%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%
U.S BANK NATIONAL ASSOCIATION D/B/A ELAN FINANCIAL SERVICES,1,1,0,0.2%,0.3%,0.0%,2666,2666,0,0.2%,0.6%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%
LEE SUPPLY CORP.,1,1,0,0.2%,0.3%,0.0%,0,0,0,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
UNITED LEASING INC,1,1,0,0.2%,0.3%,0.0%,8259,8259,0,0.7%,1.9%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%
MERCHANTS ACCEPTANCE CORP.,1,1,0,0.2%,0.3%,0.0%,0,0,0,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
CREDIT ACCEPTANCE CORPORATION,1,1,0,0.2%,0.3%,0.0%,6802,6802,0,0.6%,1.5%,0.0%,100.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%
KENT PAM,1,1,0,0.2%,0.3%,0.0%,70,70,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%
EICHSTEDT VALLI,1,1,0,0.2%,0.3%,0.0%,13000,13000,0,1.1%,2.9%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
SOFI LENDING CORP. AS SERVICER AND ATTORNEY IN FACT FOR REGIONS BANK,1,1,0,0.2%,0.3%,0.0%,0,0,0,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%
NAVY FEDERAL CREDIT UNION,1,1,0,0.2%,0.3%,0.0%,16724,16724,0,1.4%,3.8%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%
FRANCISCAN HEALTH INDIANAPOLIS,1,1,0,0.2%,0.3%,0.0%,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
